,COLLECTION_DATE,FLOODING_DATE,FLOOD_DEPTH,FLOOD_DEPTH_OTHER,FLOOD_FREQUENCY,FLOOD_FREQUENCY_OTHER,PROPERTY_TYPE,AFFECTED_AREA,OTHER_INFORMATION,OBSERVATIONS,AFFECTED_AGRICULTURE,AFFECTED_AGRICULTURE_OTHER,SURVEY_TYPE,MONTH,YEAR,EVENT_TYPE,EVENT_TYPE_OTHER,EVENT_NAME,COUNTY,MUNICIPALITY,SPECIAL_DISTRICT_NAME,FLOOD_PRONE_AREA_ID,AHED_WS_NAME,PHOTO,UNIQUE_ID,geometry
269,2022-06-04T16:00:00+00:00,2022-06-04T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,NA,,NORTH MIAMI-DADE,NORTH BISCAYNE BAY,Yes,992ab9e0-4370-46d0-b68d-3df8bea330d4,POINT (935554.3729879968 596286.7454601601)
270,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,"LIZZIE, TROUT AND COON LAKES S58 VICINITY",ALLIGATOR LAKE,No,99422954-2932-4768-9875-7e7961d0cb7c,POINT (593854.5380163305 1425553.909100987)
271,2008-08-19T09:40:20+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6376.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,99841041-388d-496f-b9d1-2496bc92747d,POINT (864999.8257771619 1067507.914236404)
272,2022-10-10T16:00:00+00:00,2022-10-10T16:00:00+00:00,ankle_deep,,don't_know,,Residential,road_street,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,99f2e61a-0a5b-47cb-96c4-ded86657d98d,POINT (596805.0465509966 1473402.872457989)
273,2022-09-28T16:00:00+00:00,2022-09-28T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,building_structure,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,LEE COUNTY CALOOSAHATCHEE RIVER,CALOOSAHATCHEE ESTUARY,No,9aca77c8-2e08-48e5-b59f-df29d2894ffa,POINT (410852.8761332445 866574.5565894917)
274,2022-10-03T16:00:00+00:00,2022-10-03T16:00:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,SHINGLE CREEK DISCHARGE TO LAKE TOHOPEKALIGA,LAKE TOHOPEKALIGA,No,9b45dec2-dd5d-4db3-8e21-76571f4bfda8,POINT (513652.8401523307 1429166.412374653)
275,2010-09-30T13:56:40+00:00,,don't_know,,don't_know,,Agriculture,field_open_natural_area,,pib6010.jpg,,,Photo Database,09,2010,Extreme or Heavy Rainfall,Rain,2010 Sept Extreme Rain Event,Miami-Dade,NA,,SOUTH MIAMI-DADE,C-111 AG,Yes,9b461838-f348-44f4-bc19-b53e8664be7b,POINT (806715.9872925803 396787.444328323)
276,2020-11-11T05:00:00+00:00,2020-11-11T05:00:00+00:00,don't_know,,don't_know,,Residential,other,,I am in west Davie and surrounded by standing water. The water level has not moved in days. I had to bring my chickens and goats to higher ground on my patio to save them from drowning. Our whole neighborhood is flooded. If we needed an emergency vehicle I’m afraid it would not be able to reach my house. Please do something about getting rid of some of this water before it rains again. My neighbors septic tank is not working and who knows what is leaking out into the water around here. HELP!!!,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 WEST,No,9b5c4740-a61c-458d-8f5c-4125acc21c78,POINT (870930.7893089131 641510.6579649076)
277,2022-10-06T16:00:00+00:00,2022-10-06T16:00:00+00:00,ankle_deep,,don't_know,,Commercial,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,9bf40e61-96cc-4862-a9e3-4e9e5299ec48,POINT (558606.9526717439 1363465.48144082)
278,2022-09-28T13:00:00+00:00,2022-09-28T13:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,Canal about 1 foot overflowing- Hurricane Ian on the way,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Palm Beach,NA,INDIAN TRAIL IMPROVEMENT DISTRICT,ACREAGE,L-8,No,9c85ff6f-5843-4513-a154-015e152c0baa,POINT (880814.791850578 886465.3944324031)
279,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,No,9d02bc42-f5dd-41ee-a981-4808cef0378c,POINT (600674.7504257448 1467299.743588157)
280,2022-10-07T13:38:32+00:00,,don't_know,,don't_know,,Residential,road_street,,221007_Flight-02347.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Highlands,NA,,,KISSIMMEE RIVER,Yes,9d421efd-fe56-45f0-a0af-a17a6d56d731,POINT (589448.1682201624 1146118.793103576)
281,2020-05-28T04:00:00+00:00,2020-05-28T04:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,Please pump the water from the lakes in Silver Lakes. They are encroaching on our physical structures,,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Broward,PEMBROKE PINES,SOUTH BROWARD DRAINAGE DISTRICT,PEMBROKE PINES WEST,C-11 WEST,No,9d685d50-d7db-4e74-a021-ef39d01c97eb,POINT (857697.456195578 613376.3415302411)
282,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,9de86734-78b9-4f5e-b4ad-5bef020e0b9f,POINT (582102.8882913291 1458309.282566488)
283,2022-06-04T16:00:00+00:00,,ankle_deep,,don't_know,,Mixed_Use,road_street,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,DANIA BEACH,,FORT LAUDERDALE INTERNATIONAL AIRPORT,CORAL REEF,No,9e2fa0c6-c1fe-4e7f-b7ba-c04dc789d5df,POINT (929103.373094745 631835.7481809035)
284,2020-05-26T00:00:00+00:00,2020-05-26T00:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,Pembroke Pines property Eagle Creek HOA  lake behind properties behind Raintree Development flooding up to homes. please can someone go out and make a work order for suggestions of better drainage if possible with excessive rains.,,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Broward,PEMBROKE PINES,SOUTH BROWARD DRAINAGE DISTRICT,PEMBROKE PINES EAST,C-9 EAST,No,9ecccdf2-13d0-4f75-9b18-59e01c1bbf13,POINT (885659.9573570788 605295.0804618225)
285,2021-11-05T20:36:00+00:00,,ankle_deep,,yes_it_always_floods_here,,Residential,road_street,,The flooding usually occurs in the streets.,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,HOLLYWOOD,,HOLLYWOOD,C-10,No,9ed25edc-e0cc-4a68-b8db-f2650deb4491,POINT (927438.6716997437 615521.1108627394)
286,2022-11-09T15:34:00+00:00,2022-11-09T15:34:00+00:00,don't_know,,don't_know,,Residential,road_street,,Cordova road is under 2 feet of water per caller.,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,9f5afb65-868b-4cde-91a3-a3396d938741,POINT (942161.2436324954 645916.8138507381)
287,2022-11-12T17:15:00+00:00,2022-11-12T17:15:00+00:00,don't_know,,don't_know,,Residential,road_street,,"The tidal valve needed to be replaced. The lowest part of the street has remained flooded for several days impacting access to her home. While she notes that several neighbors have seawalls that are breaching, the catch basin is her major  cause for concern. She is requesting that the tidal valve be fixed and that ponded water be removed at low tide to provide some relief from the flooding.",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,9fae1852-fd16-49ae-9eb5-5a33829ae305,POINT (946640.4692540802 648486.3864674866)
288,2022-10-02T17:48:00+00:00,,ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,10,2022,High Tide/Tidal Flooding,Tidal,2022 Sept Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,9fc389ce-b3d6-444b-ae38-c7cd4cea444c,POINT (935725.744036328 650089.1391674876)
289,2022-10-07T16:00:00+00:00,2022-10-07T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,a000c6bc-96b6-4296-9d13-7ab4f2183763,POINT (583805.8333762474 1458858.481271237)
290,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Mixed_Use,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,,No,a0ca0b57-f8c5-4ea9-b6e7-3410cb2bfece,POINT (534731.7251598276 1536775.839215741)
291,2022-10-01T16:00:00+00:00,2022-10-01T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,No,a1bfcd80-b6eb-4f0e-8188-3a7bf30ad544,POINT (583339.9219064973 1473317.307340406)
292,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,a3085d66-4dd5-4d7b-9a45-11ac71fef617,POINT (584933.443981912 1458848.912720822)
293,2022-09-29T15:19:51+00:00,,don't_know,,don't_know,,Commercial,swale,,220929_Ian_Lee-20220929_191951278_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,,CAPE CORAL COASTAL,Yes,a319fc9d-9aad-419f-8acb-f3a4fb836d99,POINT (317301.4874489941 878573.4066074863)
294,2022-05-13T13:17:09+00:00,,ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,What’s up with the high tides in May?  It’s not even king tide season and full moon is still two days away!!!  The water is receding now - it was much higher about an hour ago.,,,Public,05,2022,High Tide/Tidal Flooding,Tidal,2022 May Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,a3b56c61-92b0-4335-a904-7e482ed04c3b,POINT (950050.1277890801 658833.1823749095)
295,2022-11-10T17:19:00+00:00,2022-11-10T17:19:00+00:00,don't_know,,don't_know,,Residential,road_street,,"NEIGHBOR STATES STREET ARE REALLY FLOODED AND CANT DRIVE THROUGH, BROKEN DOWN SMALL CARS ALL OVER",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,a485fad0-4a51-4f85-8718-207d63e96cd3,POINT (946640.4692540802 648486.3864674866)
296,2020-06-03T04:00:00+00:00,2020-06-03T04:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,Homes in River Forest association are being flooded because the weir is not open. The Association management says the weir is SWFLMD responsibility. Since the area is not in a flood plain SWFLMD may be held liable for damages,,,Email,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Martin,NA,,ST LUCIE RIVER SOUTH FORK EAST SIDE,SOUTH FORK,No,a4af7798-a08a-4cf3-98c6-bf1a039eb668,POINT (887280.5440109111 1005283.272281736)
297,2021-11-05T00:51:00+00:00,,ankle_deep,,don't_know,,Residential,road_street,,About 2-3 blocks each way north and south of this location have similar flooding. No rain event the day the photos were taken. ,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,No,a51fdcf1-2c3f-4980-9edb-c0d508f23806,POINT (945903.3375262469 607595.3488271534)
298,2022-09-29T03:00:00+00:00,,ankle_deep,,don't_know,,Residential,seawall,,water breaching seawall during king tides makes easy access for iguanas in SE Wilton Manors,,,Public,09,2022,High Tide/Tidal Flooding,Tidal,2022 Sept Tidal Event,Broward,WILTON MANORS,,,C-13 EAST,No,a5413a37-7e2b-46d5-98bc-f5ef251e24eb,POINT (942816.0215224139 663273.6105019078)
299,2022-09-29T16:24:29+00:00,,don't_know,,don't_know,,Residential,road_street,,220929_Ian_Lee-20220929_202429510_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,LEE COUNTY CALOOSAHATCHEE RIVER,TIDAL SOUTH,Yes,a74f93ba-3803-47f2-8919-03d9f602c92d,POINT (424736.8998743296 845221.0700970739)
300,2022-10-19T16:00:00+00:00,2022-10-19T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Agriculture,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,,KISSIMMEE RIVER,Yes,a795fe0b-ee87-496d-8d12-a4f21f677495,POINT (614229.8181318305 1209575.836792909)
301,2022-10-07T13:17:16+00:00,,don't_know,,don't_know,,Commercial,building_structure,,221007_Flight-02204.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,a91b9bf2-b4d6-44c2-ba87-ad9977f6050b,POINT (559201.2831759974 1362886.624986991)
302,2020-11-11T05:00:00+00:00,2020-11-11T05:00:00+00:00,don't_know,,don't_know,,Residential,other,,We live in Clementsville off of 710 and we are flooded checked the Myacca L44 canal locks and the water is barely moving. Can you open some locks to relieve our neighborhood from this flooding?,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Martin,NA,,,S-153,No,a9266948-b549-4033-ab5c-5b0258a20889,POINT (785214.6976180784 1002759.014863074)
303,2022-10-14T16:00:00+00:00,2022-10-14T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,aafa5b9e-291c-4dda-a0bd-1fb827dcaf50,POINT (584241.9588163272 1458731.012037992)
304,2022-10-02T13:10:11+00:00,,don't_know,,don't_know,,Residential,building_structure,,221002_Ian_Lake_Mary_Jane_Drone-P0690069.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,abbbc4a2-0852-4f46-ab29-f3d081d808a7,POINT (600467.41849133 1464068.491520487)
305,2022-10-06T16:00:00+00:00,2022-10-06T16:00:00+00:00,knee_deep,,don't_know,,Commercial,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,abe5f3da-da00-436d-8246-a5f132a9aae5,POINT (558586.7663604133 1363376.50524082)
306,2022-10-03T16:00:00+00:00,2022-10-03T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Polk,NA,,LAKE ROSALIE,LAKE ROSALIE,Yes,ac3533a1-a8a8-4e1e-9c67-98af509a501c,POINT (521964.5981350802 1315915.521750905)
307,2022-11-12T20:25:00+00:00,2022-11-12T20:25:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,NEIGHBOR UPSET.  SAYS DRAIN AT THE CORNER OF PONCE DE LEON AND SE 9TH AVE HAS BEEN FLOODED AND CLOGGED SINCE THE STORM.  HE CANNOT GET OUT OF HIS DRIVEWAY SINCE.  HE IS REQUESTING DRAIN TO BE CLEARED AND DRAINED ASAP.  ,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,acd7b9be-6616-4563-91ee-82edc3b51dc8,POINT (940313.0553997457 646144.7267807424)
308,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CITY OF ST CLOUD DOWNTOWN,EAST LAKE TOHOPEKALIGA,No,add8ef58-fdf5-4c36-8267-5442d1c414d3,POINT (572961.3065089136 1429906.758334905)
309,2022-10-10T16:00:00+00:00,2022-10-10T16:00:00+00:00,ankle_deep,,don't_know,,Residential,driveway_garage,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,ae16da5d-68a7-4628-903d-e489ba242fff,POINT (599516.1300395802 1466234.976032659)
310,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,af560baa-8370-4492-a3e0-6297d204fdb1,POINT (578478.2570891641 1450925.420365743)
311,2022-10-07T09:56:31+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01816.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,af9519cd-5cb3-4859-916c-f5b8292cc95d,POINT (584100.7986655794 1458921.696367905)
312,2008-08-21T07:57:39+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6557.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,FORT PIERCE,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,FT PIERCE AT FIVE MILE CREEK AND OKEECHOBEE ROAD,TIDAL ST. LUCIE NORTH FORK,Yes,afb9acac-6bbd-440b-b242-6d94918c51d4,POINT (859258.6696085781 1125271.765571989)
313,2020-05-27T00:00:00+00:00,2020-05-27T00:00:00+00:00,don't_know,,don't_know,,Mixed_Use,road_street,,How do we know if the flood gates have been opened? In the area we are located the canals were very high after last weekend rains. The ground was saturated and the water had no where to go when we received a heavy rain yesterday afternoon. The Canal on NW 58 St west of the palmetto expressway in Miami Dade was overflowing. These canals are not being maintained at proper levels and all we get is the county saying its SFWMD fault and you guys saying its their fault for not maintaining the canals. All the while business' are being flooded during a time that is difficult enough as it is. That is why I would like to know if the flood gates were open yesterday and the day before that and the day before that?,,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Miami-Dade,NA,,NORTH MIAMI-DADE,C-6,No,b0205e03-2149-4756-ba1b-2031221282f2,POINT (879429.0977715775 543091.7199606597)
314,2022-09-29T16:00:00+00:00,2022-09-29T16:00:00+00:00,knee_deep,,don't_know,,Residential,road_street,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,LAKE HART,Yes,b0517192-ba39-4eaf-9ece-f837eed9891d,POINT (570801.3784140795 1488491.358357072)
315,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,,ALLIGATOR LAKE,No,b1e13898-aa20-4fa1-b3b2-16b1d722f40f,POINT (585885.4765266627 1410343.178039573)
316,2008-08-21T07:52:31+00:00,,don't_know,,don't_know,,Governmental,swale,,pia6541.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,NA,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,TEN MILE CREEK,TEN MILE CREEK,Yes,b24412f0-0158-40be-92a8-ae6721e10a4d,POINT (843887.2531729974 1115141.619493738)
317,2022-10-03T10:25:56+00:00,,don't_know,,don't_know,,Natural_Area_Open_Land_Recreational,don't_know,,221003_Hurricane_Ian_Polk_County_Packingham_slough_South_P0980098.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Polk,NA,,PACKINGHAM SLOUGH / RIVER RANCH VICINITY,S-65A,Yes,b2791cec-d5bf-4670-b503-b6cd79ba2738,POINT (585891.6362912469 1254845.782342076)
318,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,No,b344ab08-04c1-4988-bda5-2146bc93e37c,POINT (583679.0974092446 1458679.367456242)
319,2020-11-10T05:00:00+00:00,2020-11-10T05:00:00+00:00,don't_know,,don't_know,,Residential,swale,,"We're located east of the FAKA Union Canal which is the most eastern located canal in the eastern part of Golden Gate Estates. The level of the canal is preventing our swales from draining properly at all. ALL property owners east of this canal from as far south as I75 all the way to the North at Immokalee Road are wet.  The properties west of this canal are completely dry, even after Eta swept thru. The mosquitoes are an even larger problem now and are becoming  significant health issue as well. We need the canal water level lowered IMMEDIATELY! WE NEED HELP PLEASE!",,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Collier,NA,,FAKA UNION NORTH,FAKA UNION,No,b4825527-9d53-4b3c-b1ff-eb775f6beb90,POINT (487119.5241245776 688605.3833290711)
320,2008-08-21T07:59:41+00:00,,don't_know,,don't_know,,Commercial,parking_lot,,pia6563.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,FORT PIERCE,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,FT PIERCE AT FIVE MILE CREEK AND OKEECHOBEE ROAD,TIDAL ST. LUCIE NORTH FORK,Yes,b53e1219-d293-4b90-b4c4-386854c1e6b7,POINT (860136.5221835785 1123596.590116575)
321,2022-11-08T17:00:00+00:00,2022-11-08T17:00:00+00:00,other,,don't_know,,Governmental,building_structure,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Miami-Dade,MIAMI SHORES,,MIAMI SHORES,NORTH BISCAYNE BAY,No,b555f770-a185-489d-b563-be8310aa0f83,POINT (925495.7241420783 560330.6543147415)
322,2022-10-10T16:00:00+00:00,2022-10-10T16:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,b5a9bcf4-b3fe-408a-b288-51804411b8b6,POINT (599482.7839776613 1474509.251806907)
323,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,No,b615a7b0-bfd6-41da-ba4c-085db4bedd40,POINT (577316.6659084111 1458691.286395654)
324,2022-09-28T15:04:00+00:00,,less_than_ankle_deep,,don't_know,,Mixed_Use,road_street,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,b666538f-a621-4d83-9b9b-f75e7c0684cf,POINT (935398.4713969119 649829.8811558262)
325,2022-11-10T19:46:00+00:00,2022-11-10T19:46:00+00:00,don't_know,,don't_know,,Residential,road_street,,neighbor states seems like water is not going down,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,b6ef316a-a95f-4c57-8262-a11a390b327d,POINT (949944.9462409131 662262.5364085734)
326,2022-01-11T22:18:00+00:00,,ankle_deep,,don't_know,,Mixed_Use,road_street,,Cars were driving in the middle of the road because the water got deeper towards the sidewalks which were completely submerged in some areas. Very dangerous flooding in this area that could have damaged many low vehicles. ,,,Public,01,2022,Extreme or Heavy Rainfall,Rain,2022 Jan Extreme Rain Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,b772f7d7-76f5-4efa-84e4-aca1ba9328d3,POINT (936975.3494767472 655033.1092664078)
