,GetData,Dbkey,Station,Group,Site,Data Type,Freq,Stat,Recorder,Agency,Sensor,Start Date,End Date,Strata,OpNum,County,Latitude,Longitude,X Coord,Y Coord,Basin,Struct,Sec,Twp,Rng,start_date,end_date
3639,,IX883,L31E_H,L31E_H,L31E,STG,BK,INST,CR10,WMD,H,14-MAY-1998,31-OCT-2004,0,,DAD,252824.654,802048.942,871619.976,414872.527,C103E,,16,57,40,19980514,20041031
3640,,IU174,L31E_H,L31E_H,L31E,STG,DA,MEAN,CR10,WMD,H,14-MAY-1998,31-OCT-2004,0,,DAD,252824.654,802048.942,871619.976,414872.527,C103E,,16,57,40,19980514,20041031
3641,,IX884,L31E_T,L31E_T,L31E,STG,BK,INST,CR10,WMD,T,14-MAY-1998,31-OCT-2004,0,,DAD,252824.654,802048.127,871694.665,414872.893,DA-4,,16,57,40,19980514,20041031
3642,,IU175,L31E_T,L31E_T,L31E,STG,DA,MEAN,CR10,WMD,T,14-MAY-1998,31-OCT-2004,0,,DAD,252824.654,802048.127,871694.665,414872.893,DA-4,,16,57,40,19980514,20041031
3643,,S3103,L31NN,L31NN,L31NN,STG,BK,INST,CR10,WMD,,28-MAY-2004,01-NOV-2024,0,,DAD,254446.526,802952.591,821421.695,513782.49,ENP,,14,54,38,20040528,20241101
3644,,S3102,L31NN,L31NN,L31NN,STG,DA,MEAN,CR10,WMD,,28-MAY-2004,31-OCT-2024,0,,DAD,254446.526,802952.591,821421.695,513782.49,ENP,,14,54,38,20040528,20241031
3645,,S3105,L31NS,L31NS,L31NS,STG,BK,INST,CR10,WMD,,28-MAY-2004,01-NOV-2024,0,,DAD,254207.12,802946.495,822040.444,497691.24,ENP,,35,54,38,20040528,20241101
3646,,S3104,L31NS,L31NS,L31NS,STG,DA,MEAN,CR10,WMD,,28-MAY-2004,31-OCT-2024,0,,DAD,254207.12,802946.495,822040.444,497691.24,ENP,,35,54,38,20040528,20241031
3647,,88823,L31NT,L31NT,L31NT,STG,BK,INST,CR10,WMD,T,19-JUL-1999,27-FEB-2016,0,,DAD,253058.722,803335.552,801314.962,430138.166,L-31NS,,31,56,38,19990719,20160227
3648,,JJ835,L31NT,L31NT,L31NT,STG,DA,MEAN,CR10,WMD,T,19-JUL-1999,27-FEB-2016,0,,DAD,253058.722,803335.552,801314.962,430138.166,L-31NS,,31,56,38,19990719,20160227
3649,,AN719,L37WCA3A,L37WCA3A,L37WCA3A,STG,BK,INST,DWR,WMD,,08-AUG-2017,30-OCT-2024,0,,BRO,260439.39,802637.87,838716.598,634288.61,CA3A,,21,50,39,20170808,20241030
3650,,AN718,L37WCA3A,L37WCA3A,L37WCA3A,STG,DA,MEAN,DWR,WMD,,08-AUG-2017,30-OCT-2024,0,,BRO,260439.39,802637.87,838716.598,634288.61,CA3A,,21,50,39,20170808,20241030
3651,,IX885,L3BRN,L3BRN,L3BRN,STG,BK,INST,CR10,WMD,,12-OCT-1995,25-JUN-2007,0,,HEN,262602.275,805648.227,673598.486,763425.96,C139,,33,46,34,19951012,20070625
3652,,FI323,L3BRN,L3BRN,L3BRN,STG,DA,MEAN,PREF,WMD,,06-JAN-1996,16-JUN-2000,0,,HEN,262602.275,805648.227,673598.486,763425.96,C139,,33,46,34,19960106,20000616
3653,,16569,L3BRN,L3BRN,L3BRN,STG,DA,MEAN,CR10,WMD,,12-OCT-1995,25-JUN-2007,0,,HEN,262602.275,805648.227,673598.486,763425.96,C139,,33,46,34,19951012,20070625
3654,,IX889,L3BRS_O,L3BRS_O,L3BRS,STG,BK,INST,CR10,WMD,,01-JUN-1995,16-MAR-2005,0,,HEN,261958.287,805258.223,694538.911,726689.661,L-3_L-4,OPCH,1,48,34,19950601,20050316
3655,,16244,L3BRS_O,L3BRS_O,L3BRS,STG,DA,MEAN,CR10,WMD,,01-JUN-1995,16-MAR-2005,0,,HEN,261958.287,805258.223,694538.911,726689.661,L-3_L-4,OPCH,1,48,34,19950601,20050316
3656,,IX890,L3DF,L3DF,L3DF,STG,BK,INST,CR10,WMD,UVM,16-MAY-1995,08-JUL-2002,0,,HEN,262555.275,805648.227,673598.776,762719.225,STA-5/6,,4,47,34,19950516,20020708
3657,,16242,L3DF,L3DF,L3DF,STG,DA,MEAN,CR10,WMD,UVM,16-MAY-1995,08-JUL-2002,0,,HEN,262555.275,805648.227,673598.776,762719.225,STA-5/6,,4,47,34,19950516,20020708
3658,,O1278,L60E_T,L60E,L60E,STG,DA,MEAN,DWR,WMD,T,28-FEB-2001,03-MAR-2020,0,,GLA,270529.33,810020.562,654309.689,1002427.535,L OKEE,,15,39,33,20010228,20200303
3659,,O1273,L60W_T,L60W,L60W,STG,DA,MEAN,DWR,WMD,T,28-FEB-2001,01-JUL-2019,0,,GLA,270153.763,810413.853,633213.38,980666.959,L OKEE,,1,40,32,20010228,20190701
3660,,IX892,L64C_H,L64C,L64C,STG,BK,INST,SDIG,WMD,H,23-JUN-1983,30-MAY-1995,0,,OKE,270952.942,804114.772,757796.525,1029172.476,S-135,,13,38,36,19830623,19950530
3661,,IX893,L64C_H,L64C,L64C,STG,BK,INST,CR10,WMD,H,30-MAY-1995,06-OCT-2011,0,,OKE,270952.942,804114.772,757796.525,1029172.476,S-135,,13,38,36,19950530,20111006
3662,,05236,L64C_H,L64C,L64C,STG,DA,MEAN,SDIG,WMD,H,23-JUN-1983,30-MAY-1995,0,,OKE,270952.942,804114.772,757796.525,1029172.476,S-135,,13,38,36,19830623,19950530
3663,,16271,L64C_H,L64C,L64C,STG,DA,MEAN,CR10,WMD,H,30-MAY-1995,02-OCT-2011,0,,OKE,270952.942,804114.772,757796.525,1029172.476,S-135,,13,38,36,19950530,20111002
3664,,05238,L64C_T,L64C,L64C,STG,DA,MEAN,????,WMD,T,24-JUN-1983,02-SEP-1988,0,,OKE,270953.85,804116.31,757655.794,1029261.698,S191,,13,38,36,19830624,19880902
3665,,04681,L8.S5AS,L8.S5AS,L8.S5AS,STG,BK,INST,????,WMD,,01-JAN-1984,01-MAR-1986,0,,PAL,264105.231,802150.172,863858.272,855109.553,L8,,32,43,40,19840101,19860301
3666,,04682,L8.S5AS,L8.S5AS,L8.S5AS,STG,DA,MEAN,????,WMD,,01-JAN-1984,01-MAR-1986,0,,PAL,264105.231,802150.172,863858.272,855109.553,L8,,32,43,40,19840101,19860301
3667,,TS170,L8GRC,L8GRC,L8GRRC,STG,BK,INST,CR10,WMD,,16-APR-2001,02-NOV-2016,0,,PAL,264323.139,802148.24,863963.892,869035.396,L8,,20,43,40,20010416,20161102
3668,,OT897,L8GRC,L8GRC,L8GRRC,STG,DA,MEAN,CR10,WMD,,16-APR-2001,02-NOV-2016,0,,PAL,264323.139,802148.24,863963.892,869035.396,L8,,20,43,40,20010416,20161102
3669,,88824,L8GRP,L8GRP,L8GRRP,STG,BK,INST,CR10,WMD,,11-APR-2001,07-JUL-2005,0,,PAL,264327.78,802212.08,861801.725,869495.098,L8FEB,,20,43,40,20010411,20050707
3670,,OT898,L8GRP,L8GRP,L8GRRP,STG,DA,MEAN,CR10,WMD,,11-APR-2001,07-JUL-2005,0,,PAL,264327.78,802212.08,861801.725,869495.098,L8FEB,,20,43,40,20010411,20050707
3671,,W1970,L8RES,L8RES,L8RES,STG,BK,INST,CR10,WMD,,17-JUL-2008,08-APR-2013,0,,PAL,264339.517,802153.733,863457.577,870686.659,L8FEB,,17,43,40,20080717,20130408
3672,,W1969,L8RES,L8RES,L8RES,STG,DA,MEAN,CR10,WMD,,17-JUL-2008,08-APR-2013,0,,PAL,264339.517,802153.733,863457.577,870686.659,L8FEB,,17,43,40,20080717,20130408
3673,,IX896,LAMB_H,LAMB,LAMB,STG,BK,INST,SP01,WMD,H,07-JAN-1988,21-AUG-1991,0,,OKE,272302.145,805828.216,664440.15,1108736.88,KISSIMME,,31,35,34,19880107,19910821
3674,,12274,LAMB_H,LAMB,LAMB,STG,DA,MEAN,SP01,WMD,H,07-JAN-1988,21-AUG-1991,0,,OKE,272302.145,805828.216,664440.15,1108736.88,KISSIMME,,31,35,34,19880107,19910821
3675,,IX898,LAMB_T,LAMB,LAMB,STG,BK,INST,SP01,WMD,T,07-JAN-1988,21-AUG-1991,0,,OKE,272302.145,805828.216,664440.15,1108736.88,KISSIMME,,31,35,34,19880107,19910821
3676,,12275,LAMB_T,LAMB,LAMB,STG,DA,MEAN,SP01,WMD,T,07-JAN-1988,21-AUG-1991,0,,OKE,272302.145,805828.216,664440.15,1108736.88,KISSIMME,,31,35,34,19880107,19910821
3677,,IX901,LARSON1,LARSON1,LARSON1,STG,BK,INST,SP01,WMD,,29-SEP-1987,12-SEP-1991,0,,OKE,272345.143,810251.221,640734.327,1113080.931,KISSIMME,,29,35,33,19870929,19910912
3678,,07518,LARSON1,LARSON1,LARSON1,STG,DA,MEAN,SP01,WMD,,29-SEP-1987,12-SEP-1991,0,,OKE,272345.143,810251.221,640734.327,1113080.931,KISSIMME,,29,35,33,19870929,19910912
3679,,IX904,LARSON2,LARSON2,LARSON2,STG,BK,INST,SP01,WMD,,18-APR-1988,25-SEP-1989,0,,HIG,271716.156,810112.221,649651.02,1073798.978,S-65E,,3,37,33,19880418,19890925
3680,,07581,LARSON2,LARSON2,LARSON2,STG,DA,MEAN,SP01,WMD,,18-APR-1988,25-SEP-1989,0,,HIG,271716.156,810112.221,649651.02,1073798.978,S-65E,,3,37,33,19880418,19890925
3681,,IX905,LARSON2F_H,LARSON2F,LARSON2F,STG,BK,INST,SP01,WMD,H,24-JUN-1988,26-NOV-1991,0,,HIG,271716.156,810110.221,649831.46,1073798.949,S-65E,,3,37,33,19880624,19911126
3682,,12487,LARSON2F_H,LARSON2F,LARSON2F,STG,DA,MEAN,SP01,WMD,H,24-JUN-1988,26-NOV-1991,0,,HIG,271716.156,810110.221,649831.46,1073798.949,S-65E,,3,37,33,19880624,19911126
3683,,IX907,LARSON2F_T,LARSON2F,LARSON2F,STG,BK,INST,SP01,WMD,T,24-JUN-1988,26-NOV-1991,0,,HIG,271716.156,810110.221,649831.46,1073798.949,S-65E,,3,37,33,19880624,19911126
3684,,12488,LARSON2F_T,LARSON2F,LARSON2F,STG,DA,MEAN,SP01,WMD,T,24-JUN-1988,26-NOV-1991,0,,HIG,271716.156,810110.221,649831.46,1073798.949,S-65E,,3,37,33,19880624,19911126
3685,,IX909,LARSON8A_H,LARSON8A,LARSON8A,STG,BK,INST,SP01,WMD,H,03-FEB-1989,10-JAN-1990,0,,OKE,271735.156,804455.199,737792.756,1075799.136,S191,,32,36,36,19890203,19900110
3686,,12378,LARSON8A_H,LARSON8A,LARSON8A,STG,DA,MEAN,SP01,WMD,H,03-FEB-1989,10-JAN-1990,0,,OKE,271735.156,804455.199,737792.756,1075799.136,S191,,32,36,36,19890203,19900110
3687,,IX911,LARSON8B_H,LARSON8B,LARSON8B,STG,BK,INST,SP01,WMD,H,02-FEB-1989,10-JAN-1990,0,,OKE,271702.157,804458.199,737528.777,1072466.386,S191,,5,37,36,19890202,19900110
3688,,12383,LARSON8B_H,LARSON8B,LARSON8B,STG,DA,MEAN,SP01,WMD,H,02-FEB-1989,10-JAN-1990,0,,OKE,271702.157,804458.199,737528.777,1072466.386,S191,,5,37,36,19890202,19900110
3689,,IX912,LARSON8B_T,LARSON8B,LARSON8B,STG,BK,INST,SP01,WMD,T,11-APR-1989,10-JAN-1990,0,,OKE,271702.157,804458.199,737528.777,1072466.386,S191,,5,37,36,19890411,19900110
3690,,12384,LARSON8B_T,LARSON8B,LARSON8B,STG,DA,MEAN,SP01,WMD,T,11-APR-1989,10-JAN-1990,0,,OKE,271702.157,804458.199,737528.777,1072466.386,S191,,5,37,36,19890411,19900110
3691,,IX913,LARSON8C,LARSON8C,LARSON8C,STG,BK,INST,SP01,WMD,,13-FEB-1989,24-APR-1990,0,,OKE,271514.16,804611.201,730962.463,1061548.354,S191,,18,37,36,19890213,19900424
3692,,12387,LARSON8C,LARSON8C,LARSON8C,STG,DA,MEAN,SP01,WMD,,13-FEB-1989,24-APR-1990,0,,OKE,271514.16,804611.201,730962.463,1061548.354,S191,,18,37,36,19890213,19900424
3693,,W4110,LASPAL,LASPAL,LPC1,STG,BK,INST,CR10,WMD,,24-OCT-2008,22-JUN-2024,0,,DAD,253826.862,803047.208,816569.064,475433.637,8.5,,15,55,38,20081024,20240622
3694,,W4109,LASPAL,LASPAL,LPC1,STG,DA,MEAN,CR10,WMD,,24-OCT-2008,31-JAN-2023,0,,DAD,253826.862,803047.208,816569.064,475433.637,8.5,,15,55,38,20081024,20230131
3695,,IX916,LCTR,LCTR,LCTR,STG,BK,INST,CR10,WMD,,21-AUG-1997,01-NOV-2024,0,,OSC,281630.339,811116.99,595638.689,1432765.955,ALLIGATO,,36,25,31,19970821,20241101
3696,,FZ585,LCTR,LCTR,LCTR,STG,DA,MEAN,CR10,WMD,,21-AUG-1997,31-OCT-2024,0,,OSC,281630.339,811116.99,595638.689,1432765.955,ALLIGATO,,36,25,31,19970821,20241031
3697,,IX917,LCYP19,LCYPR19,LCYP19,STG,BK,INST,CR10,WMD,AQUA,06-OCT-1994,15-JUL-2011,0,,OSC,280429.057,811948.236,549731.096,1360020.046,L CYPRES,,4,28,30,19941006,20110715
3698,,16050,LCYP19,LCYPR19,LCYP19,STG,DA,MEAN,CR10,WMD,AQUA,06-OCT-1994,15-JUL-2011,0,,OSC,280429.057,811948.236,549731.096,1360020.046,L CYPRES,,4,28,30,19941006,20110715
3699,,88302,LCYP19R,LCYP19R,LCYP19,STG,BK,INST,CR10,WMD,,15-JUL-2011,01-NOV-2024,0,,OSC,280331,812016,547227.808,1354163.563,L HATCHI,,8,28,30,20110715,20241101
3700,,88301,LCYP19R,LCYP19R,LCYP19,STG,DA,MEAN,CR10,WMD,,30-SEP-2011,31-OCT-2024,0,,OSC,280331,812016,547227.808,1354163.563,L HATCHI,,8,28,30,20110930,20241031
3701,,04249,LELYE,LELYE,LELYE,STG,BK,INST,????,WMD,,20-JUN-1981,18-OCT-1984,0,,COL,260601.336,814359.299,415568.064,642848.438,EAST NAP,,17,50,26,19810620,19841018
3702,,04250,LELYE,LELYE,LELYE,STG,DA,MEAN,????,WMD,,20-JUN-1981,18-OCT-1984,0,,COL,260601.336,814359.299,415568.064,642848.438,EAST NAP,,17,50,26,19810620,19841018
3703,,IX931,LELYUS41,LELYUS41,LELY41,STG,BK,INST,A35,WMD,,07-MAR-1980,08-MAR-1995,0,,COL,260614.335,814446.3,411382.031,644380.125,EAST NAP,,19,50,26,19800307,19950308
3704,,IX932,LELYUS41,LELYUS41,LELY41,STG,BK,INST,CR10,WMD,,20-JAN-1995,26-NOV-2013,0,,COL,260614.335,814446.3,411382.031,644380.125,EAST NAP,,19,50,26,19950120,20131126
3705,,04316,LELYUS41,LELYUS41,LELY41,STG,DA,MEAN,A35,WMD,,07-MAR-1980,08-MAR-1995,0,,COL,260614.335,814446.3,411382.031,644380.125,EAST NAP,,19,50,26,19800307,19950308
3706,,16044,LELYUS41,LELYUS41,LELY41,STG,DA,MEAN,CR10,WMD,,20-JAN-1995,26-NOV-2013,0,,COL,260614.335,814446.3,411382.031,644380.125,EAST NAP,,19,50,26,19950120,20131126
3707,,04251,LELYW,LELYW,LELYW,STG,BK,INST,????,WMD,,04-JUN-1980,18-OCT-1984,0,,COL,260601.336,814359.299,415568.064,642848.438,EAST NAP,,17,50,26,19800604,19841018
3708,,04252,LELYW,LELYW,LELYW,STG,DA,MEAN,????,WMD,,04-JUN-1980,18-OCT-1984,0,,COL,260601.336,814359.299,415568.064,642848.438,EAST NAP,,17,50,26,19800604,19841018
3709,,IX934,LETTC_H,LETTC,LETTC,STG,BK,INST,SDIG,WMD,H,23-JUN-1983,01-JUN-1995,0,,OKE,270955.261,804116.181,757667.118,1029404.2,S191,,13,38,36,19830623,19950601
3710,,88825,LETTC_H,LETTC,LETTC,STG,BK,INST,CR10,WMD,H,26-OCT-1988,02-APR-1998,0,,OKE,270955.261,804116.181,757667.118,1029404.2,S191,,13,38,36,19881026,19980402
3711,,IX935,LETTC_H,LETTC,LETTC,STG,BK,INST,TELE,WMD,H,27-FEB-1997,09-JAN-2012,0,,OKE,270955.261,804116.181,757667.118,1029404.2,S191,,13,38,36,19970227,20120109
3712,,05230,LETTC_H,LETTC,LETTC,STG,DA,MEAN,SDIG,WMD,H,23-JUN-1983,01-JUN-1995,0,,OKE,270955.261,804116.181,757667.118,1029404.2,S191,,13,38,36,19830623,19950601
3713,,12446,LETTC_H,LETTC,LETTC,STG,DA,MEAN,CR10,WMD,H,26-OCT-1988,02-APR-1998,0,,OKE,270955.261,804116.181,757667.118,1029404.2,S191,,13,38,36,19881026,19980402
3714,,F9546,LETTC_H,LETTC,LETTC,STG,DA,MEAN,TELE,WMD,H,27-FEB-1997,09-JAN-2012,0,,OKE,270955.261,804116.181,757667.118,1029404.2,S191,,13,38,36,19970227,20120109
3715,,IX936,LETTC_T,LETTC,LETTC,STG,BK,INST,SDIG,WMD,T,23-JUN-1983,01-JUN-1995,0,,OKE,270955.613,804118.79,757431.379,1029439.2,S191,,13,38,36,19830623,19950601
3716,,88827,LETTC_T,LETTC,LETTC,STG,BK,INST,CR10,WMD,T,01-JUN-1995,02-APR-1998,0,,OKE,270955.613,804118.79,757431.379,1029439.2,S191,,13,38,36,19950601,19980402
3717,,IX937,LETTC_T,LETTC,LETTC,STG,BK,INST,TELE,WMD,T,03-MAR-1997,09-JAN-2012,0,,OKE,270955.613,804118.79,757431.379,1029439.2,S191,,13,38,36,19970303,20120109
3718,,05232,LETTC_T,LETTC,LETTC,STG,DA,MEAN,SDIG,WMD,T,23-JUN-1983,01-JUN-1995,0,,OKE,270955.613,804118.79,757431.379,1029439.2,S191,,13,38,36,19830623,19950601
3719,,12447,LETTC_T,LETTC,LETTC,STG,DA,MEAN,CR10,WMD,T,01-JUN-1995,02-APR-1998,0,,OKE,270955.613,804118.79,757431.379,1029439.2,S191,,13,38,36,19950601,19980402
3720,,F9547,LETTC_T,LETTC,LETTC,STG,DA,MEAN,TELE,WMD,T,03-MAR-1997,09-JAN-2012,0,,OKE,270955.613,804118.79,757431.379,1029439.2,S191,,13,38,36,19970303,20120109
3721,,IX938,LGTY,LGTY,LGTY,STG,BK,INST,CR10,WMD,,13-NOV-1993,24-JUL-1996,0,,OSC,280913.049,811336.229,583106.966,1388624.39,L GENTRY,,18,27,31,19931113,19960724
3722,,15750,LGTY,LGTY,LGTY,STG,DA,MEAN,CR10,WMD,,04-JAN-1994,24-JUL-1996,0,,OSC,280913.049,811336.229,583106.966,1388624.39,L GENTRY,,18,27,31,19940104,19960724
3723,,IX939,LHATCH11,LHATCH11,LHATCH11,STG,BK,INST,CR10,WMD,,13-OCT-1994,09-NOV-2005,0,,OSC,280025.064,812255.24,532902.975,1335428.09,L HATCHI,,36,28,29,19941013,20051109
3724,,16062,LHATCH11,LHATCH11,LHATCH11,STG,DA,MEAN,CR10,WMD,,13-OCT-1994,09-NOV-2005,0,,OSC,280025.064,812255.24,532902.975,1335428.09,L HATCHI,,36,28,29,19941013,20051109
3725,,T0994,LHPS_H,LHPS_H,LHPS,STG,BK,INST,TELE,WMD,H,23-NOV-2004,01-NOV-2024,0,,BRO,260954.098,801504.526,901752.892,666380.259,C13W,,22,49,41,20041123,20241101
3726,,AP218,LHPS_H,LHPS_H,LHPS,STG,BK,INST,DRV,WMD,H,23-NOV-2004,21-OCT-2024,0,,BRO,260954.098,801504.526,901752.892,666380.259,C13W,,22,49,41,20041123,20241021
3727,,AP217,LHPS_H,LHPS_H,LHPS,STG,DA,MEAN,DRV,WMD,H,23-NOV-2004,21-OCT-2024,0,,BRO,260954.098,801504.526,901752.892,666380.259,C13W,,22,49,41,20041123,20241021
3728,,T0993,LHPS_H,LHPS_H,LHPS,STG,DA,MEAN,TELE,WMD,H,23-NOV-2004,31-OCT-2024,0,,BRO,260954.098,801504.526,901752.892,666380.259,C13W,,22,49,41,20041123,20241031
3729,,T0996,LHPS_T,LHPS_T,LHPS,STG,BK,INST,TELE,WMD,T,23-NOV-2004,01-NOV-2024,0,,BRO,260951.768,801505.187,901693.984,666144.628,C13W,,28,49,41,20041123,20241101
3730,,65742,LHPS_T,LHPS_T,LHPS,STG,BK,INST,DRV,WMD,T,23-NOV-2004,21-OCT-2024,0,,BRO,260951.768,801505.187,901693.984,666144.628,C13W,,28,49,41,20041123,20241021
3731,,65741,LHPS_T,LHPS_T,LHPS,STG,DA,MEAN,DRV,WMD,T,23-NOV-2004,21-OCT-2024,0,,BRO,260951.768,801505.187,901693.984,666144.628,C13W,,28,49,41,20041123,20241021
3732,,T0995,LHPS_T,LHPS_T,LHPS,STG,DA,MEAN,TELE,WMD,T,23-NOV-2004,31-OCT-2024,0,,BRO,260951.768,801505.187,901693.984,666144.628,C13W,,28,49,41,20041123,20241031
3733,,SC989,LILA1I_H,LILA1I_H,LILA1I,STG,BK,INST,CR10,WMD,H,27-MAY-2004,01-NOV-2024,0,,PAL,262930.37,801316.18,910908.576,785206.903,C16,,2,46,41,20040527,20241101
3734,,68283,LILA1I_H,LILA1I,LILA1I,STG,BK,INST,DRV,WMD,H,27-MAY-2004,22-OCT-2024,0,,PAL,262930.37,801316.18,910908.576,785206.903,C16,,2,46,41,20040527,20241022
3735,,68284,LILA1I_H,LILA1I,LILA1I,STG,DA,MEAN,DRV,WMD,H,27-MAY-2004,22-OCT-2024,0,,PAL,262930.37,801316.18,910908.576,785206.903,C16,,2,46,41,20040527,20241022
3736,,SC988,LILA1I_H,LILA1I_H,LILA1I,STG,DA,MEAN,CR10,WMD,H,27-MAY-2004,31-OCT-2024,0,,PAL,262930.37,801316.18,910908.576,785206.903,C16,,2,46,41,20040527,20241031
3737,,67963,LILA1I_T,LILA1I,LILA1I,STG,BK,INST,DRV,WMD,T,27-MAY-2004,22-OCT-2024,0,,PAL,262930.45,801315.28,910990.299,785215.477,C16,,2,46,41,20040527,20241022
3738,,SC991,LILA1I_T,LILA1I_T,LILA1I,STG,BK,INST,CR10,WMD,T,27-MAY-2004,01-NOV-2024,0,,PAL,262930.45,801315.28,910990.299,785215.477,C16,,2,46,41,20040527,20241101
3739,,67964,LILA1I_T,LILA1I,LILA1I,STG,DA,MEAN,DRV,WMD,T,27-MAY-2004,22-OCT-2024,0,,PAL,262930.45,801315.28,910990.299,785215.477,C16,,2,46,41,20040527,20241022
3740,,SC990,LILA1I_T,LILA1I_T,LILA1I,STG,DA,MEAN,CR10,WMD,T,27-MAY-2004,31-OCT-2024,0,,PAL,262930.45,801315.28,910990.299,785215.477,C16,,2,46,41,20040527,20241031
3741,,UP600,LILA1O,LILA1O,LILA1O,STG,BK,INST,CR10,WMD,,20-FEB-2007,01-NOV-2024,0,,PAL,262928.52,801301.306,912259.234,785026.648,C16,,1,46,41,20070220,20241101
3742,,UP599,LILA1O,LILA1O,LILA1O,STG,DA,MEAN,CR10,WMD,,20-FEB-2007,31-OCT-2024,0,,PAL,262928.52,801301.306,912259.234,785026.648,C16,,1,46,41,20070220,20241031
3743,,UP561,LILA2I_T,LILA2I_T,LILA2I,STG,BK,INST,CR10,WMD,T,19-JAN-2007,01-NOV-2024,0,,PAL,262923.83,801315.41,910982.542,784546.966,C16,,2,46,41,20070119,20241101
3744,,67965,LILA2I_T,LILA2I,LILA2I,STG,BK,INST,DRV,WMD,T,19-JAN-2007,22-OCT-2024,0,,PAL,262923.83,801315.41,910982.542,784546.966,C16,,2,46,41,20070119,20241022
3745,,67966,LILA2I_T,LILA2I,LILA2I,STG,DA,MEAN,DRV,WMD,T,19-JAN-2007,22-OCT-2024,0,,PAL,262923.83,801315.41,910982.542,784546.966,C16,,2,46,41,20070119,20241022
3746,,UP560,LILA2I_T,LILA2I_T,LILA2I,STG,DA,MEAN,CR10,WMD,T,19-JAN-2007,31-OCT-2024,0,,PAL,262923.83,801315.41,910982.542,784546.966,C16,,2,46,41,20070119,20241031
3747,,UP602,LILA2O,LILA2O,LILA2O,STG,BK,INST,CR10,WMD,,20-FEB-2007,01-NOV-2024,0,,PAL,262921.516,801301.058,912286.067,784319.596,C16,,1,46,41,20070220,20241101
3748,,UP601,LILA2O,LILA2O,LILA2O,STG,DA,MEAN,CR10,WMD,,20-FEB-2007,31-OCT-2024,0,,PAL,262921.516,801301.058,912286.067,784319.596,C16,,1,46,41,20070220,20241031
3749,,67967,LILA3I_T,LILA3I,LILA3I,STG,BK,INST,DRV,WMD,T,01-FEB-2007,22-OCT-2024,0,,PAL,262917.14,801315.35,910992.091,783871.492,C16,,2,46,41,20070201,20241022
3750,,UP571,LILA3I_T,LILA3I_T,LILA3I,STG,BK,INST,CR10,WMD,T,01-FEB-2007,01-NOV-2024,0,,PAL,262917.14,801315.35,910992.091,783871.492,C16,,2,46,41,20070201,20241101
3751,,67968,LILA3I_T,LILA3I,LILA3I,STG,DA,MEAN,DRV,WMD,T,01-FEB-2007,22-OCT-2024,0,,PAL,262917.14,801315.35,910992.091,783871.492,C16,,2,46,41,20070201,20241022
3752,,UP570,LILA3I_T,LILA3I_T,LILA3I,STG,DA,MEAN,CR10,WMD,T,01-FEB-2007,31-OCT-2024,0,,PAL,262917.14,801315.35,910992.091,783871.492,C16,,2,46,41,20070201,20241031
3753,,UT083,LILA3O,LILA3O,LILA3O,STG,BK,INST,CR10,WMD,,20-FEB-2007,01-NOV-2024,0,,PAL,262915.02,801301.13,912285.441,783665.286,C16,,1,46,41,20070220,20241101
3754,,UT082,LILA3O,LILA3O,LILA3O,STG,DA,MEAN,CR10,WMD,,20-FEB-2007,31-OCT-2024,0,,PAL,262915.02,801301.13,912285.441,783665.286,C16,,1,46,41,20070220,20241031
3755,,67971,LILA4I_H,LILA4I,LILA4I,STG,BK,INST,DRV,WMD,H,27-MAY-2004,22-OCT-2024,0,,PAL,262910.65,801316.08,910929.735,783215.778,C16,,2,46,41,20040527,20241022
3756,,SC997,LILA4I_H,LILA4I_H,LILA4I,STG,BK,INST,CR10,WMD,H,27-MAY-2004,01-NOV-2024,0,,PAL,262910.65,801316.08,910929.735,783215.778,C16,,2,46,41,20040527,20241101
3757,,67972,LILA4I_H,LILA4I,LILA4I,STG,DA,MEAN,DRV,WMD,H,27-MAY-2004,22-OCT-2024,0,,PAL,262910.65,801316.08,910929.735,783215.778,C16,,2,46,41,20040527,20241022
3758,,SC996,LILA4I_H,LILA4I_H,LILA4I,STG,DA,MEAN,CR10,WMD,H,27-MAY-2004,31-OCT-2024,0,,PAL,262910.65,801316.08,910929.735,783215.778,C16,,2,46,41,20040527,20241031
3759,,SC999,LILA4I_T,LILA4I_T,LILA4I,STG,BK,INST,CR10,WMD,T,27-MAY-2004,01-NOV-2024,0,,PAL,262910.95,801315.35,910995.881,783246.472,C16,,2,46,41,20040527,20241101
3760,,67969,LILA4I_T,LILA4I,LILA4I,STG,BK,INST,DRV,WMD,T,27-MAY-2004,22-OCT-2024,0,,PAL,262910.95,801315.35,910995.881,783246.472,C16,,2,46,41,20040527,20241022
3761,,67970,LILA4I_T,LILA4I,LILA4I,STG,DA,MEAN,DRV,WMD,T,27-MAY-2004,22-OCT-2024,0,,PAL,262910.95,801315.35,910995.881,783246.472,C16,,2,46,41,20040527,20241022
3762,,SC998,LILA4I_T,LILA4I_T,LILA4I,STG,DA,MEAN,CR10,WMD,T,27-MAY-2004,31-OCT-2024,0,,PAL,262910.95,801315.35,910995.881,783246.472,C16,,2,46,41,20040527,20241031
3763,,UP604,LILA4O_H,LILA4O_H,LILA4O,STG,BK,INST,CR10,WMD,H,20-FEB-2007,01-NOV-2024,0,,PAL,262908.211,801300.999,912301.516,782977.818,C16,,1,46,41,20070220,20241101
